reputation,answers
2553,"[[20, 0, 455]]"
9209,"[[11, 1, 761], [102, 0, 1240]]"
1665,"[[21, 0, 934]]"
1162,"[[98, 12, 208]]"
1411,"[[12, 0, 997], [54, 6, 675], [29, 0, 165]]"
9083,"[[16, 0, 230], [38, 2, 987]]"
7584,"[[638, 41, 7461]]"
2275,"[[28, 0, 2136]]"
3846,"[[16, 2, 1707]]"
5240,"[[11, 0, 549]]"
1508,"[[46, 5, 2718], [14, 1, 975]]"
4751,"[[31, 1, 173]]"
1327,"[[16, 2, 3321]]"
1951,"[[17, 8, 657]]"
5988,"[[25, 0, 891]]"
1161,"[[12, 1, 569]]"
21860,"[[24, 2, 1170], [15, 1, 224]]"
4669,"[[11, 0, 721]]"
6875,"[[35, 5, 1386], [14, 2, 294], [15, 0, 883], [177, 3, 919]]"
2292,"[[20, 5, 273]]"
13058,"[[13, 0, 398], [18, 0, 1735], [14, 0, 692]]"
1371,"[[102, 0, 579]]"
4306,"[[25, 4, 1704]]"
1586,"[[32, 0, 844]]"
1941,"[[36, 0, 293], [35, 2, 1432]]"
1229,"[[24, 0, 695], [31, 1, 354]]"
17021,"[[102, 7, 1906]]"
1382,"[[25, 3, 403]]"
1164,"[[56, 3, 477]]"
16481,"[[11, 0, 1074]]"
4397,"[[13, 4, 850]]"
5328,"[[16, 8, 2320], [11, 1, 414]]"
13454,"[[15, 1, 401], [274, 2, 351], [24, 0, 465]]"
18686,"[[12, 8, 1207]]"
1480,"[[21, 0, 436], [46, 5, 283], [11, 2, 847]]"
2169,"[[13, 3, 1714]]"
1032,"[[12, 0, 207]]"
2255,"[[21, 6, 1424]]"
3739,"[[15, 6, 3287]]"
4372,"[[12, 1, 300], [20, 0, 940], [12, 0, 835]]"
8548,"[[14, 1, 1896], [12, 2, 26447]]"
2948,"[[13, 2, 434]]"
97683,"[[13, 14, 796], [42, 5, 2297], [11, 0, 429], [14, 0, 824], [14, 6, 663], [13, 3, 1925], [15, 0, 1624], [11, 0, 588], [81, 18, 853], [12, 1, 1329], [12, 2, 184], [41, 14, 1714], [15, 0, 945], [12, 0, 268], [12, 1, 2546]]"
4188,"[[19, 3, 336], [11, 0, 371], [27, 4, 632]]"
2683,"[[16, 2, 1141]]"
6420,"[[77, 1, 438]]"
28829,"[[15, 5, 755]]"
6814,"[[11, 2, 7332], [27, 1, 1672], [16, 2, 6390]]"
24428,"[[13, 0, 896]]"
26059,"[[36, 2, 711]]"
2003,"[[21, 2, 269], [18, 0, 265], [18, 1, 931]]"
19240,"[[122, 7, 487]]"
3084,"[[14, 1, 832], [11, 1, 568]]"
12925,"[[16, 1, 334]]"
2819,"[[11, 2, 9868], [37, 2, 3513]]"
19726,"[[12, 3, 3828], [57, 4, 971], [40, 0, 687]]"
2455,"[[12, 0, 269]]"
3165,"[[11, 3, 703]]"
1103,"[[60, 5, 1026]]"
2059,"[[16, 0, 354]]"
1237,"[[15, 0, 2408]]"
1255,"[[11, 0, 999]]"
6416,"[[12, 3, 380]]"
3203,"[[11, 5, 2975], [17, 7, 955], [17, 6, 2845], [23, 0, 481], [32, 0, 611], [12, 3, 1589]]"
2766,"[[31, 2, 279], [22, 0, 387]]"
3263,"[[63, 4, 2718]]"
3706,"[[126, 9, 849], [29, 6, 629]]"
1931,"[[11, 0, 1293]]"
7397,"[[14, 0, 988]]"
3266,"[[17, 0, 1148]]"
1332,"[[41, 4, 1492], [21, 2, 264]]"
3166,"[[14, 3, 320], [13, 4, 633]]"
11839,"[[14, 2, 2302]]"
24377,"[[28, 2, 226]]"
1135,"[[11, 0, 517]]"
19268,"[[22, 1, 3738]]"
1267,"[[20, 1, 1308], [19, 0, 350]]"
3887,"[[21, 0, 520], [50, 1, 1949]]"
13082,"[[12, 3, 1435], [15, 2, 2683], [14, 0, 16779], [13, 0, 3770], [14, 0, 3172], [16, 2, 1038]]"
9074,"[[54, 5, 3333], [36, 0, 882], [46, 11, 2444]]"
14318,"[[18, 4, 3238], [12, 0, 4711], [15, 3, 1759], [41, 0, 10742], [13, 0, 2394], [12, 0, 7732]]"
1001,"[[77, 4, 521], [14, 0, 409]]"
3149,"[[25, 0, 203]]"
11034,"[[38, 7, 2966]]"
5187,"[[19, 3, 236]]"
2872,"[[13, 2, 782]]"
42528,"[[14, 3, 443]]"
6853,"[[18, 3, 1939], [13, 5, 6310]]"
4387,"[[27, 0, 349]]"
7007,"[[497, 8, 896], [21, 0, 707]]"
4720,"[[12, 1, 311]]"
5097,"[[14, 0, 213]]"
4588,"[[205, 10, 2896], [11, 1, 690]]"
2835,"[[40, 4, 740], [32, 3, 639]]"
8574,"[[24, 3, 423], [11, 4, 1280]]"
3600,"[[21, 3, 599]]"
2172,"[[17, 1, 709]]"
25491,"[[11, 0, 446], [36, 6, 1271]]"
1309,"[[27, 0, 89]]"
1117,"[[15, 4, 2770]]"
2053,"[[14, 2, 392]]"
8135,"[[23, 3, 1913], [355, 9, 1372]]"
2729,"[[20, 4, 1094]]"
2150,"[[22, 0, 1151]]"
5787,"[[20, 0, 6852]]"
1659,"[[21, 1, 258]]"
1053,"[[13, 3, 358], [13, 0, 263], [33, 2, 556]]"
1817,"[[103, 0, 265]]"
3594,"[[13, 2, 188]]"
11739,"[[11, 0, 1475], [14, 4, 1259], [18, 2, 1463]]"
11278,"[[13, 1, 1161]]"
2285,"[[43, 2, 78]]"
13469,"[[29, 1, 688]]"
2880,"[[11, 1, 2411]]"
3402,"[[13, 0, 462]]"
139581,"[[12, 1, 720], [41, 1, 346], [11, 1, 466], [37, 2, 538]]"
1448,"[[23, 4, 742]]"
3515,"[[41, 0, 20509], [23, 3, 5670]]"
15339,"[[13, 0, 651]]"
4045,"[[12, 1, 173], [47, 4, 1291], [76, 2, 3604], [13, 4, 778], [15, 4, 1487]]"
2385,"[[34, 2, 292]]"
15537,"[[28, 0, 1020]]"
1369,"[[14, 0, 380], [63, 0, 696]]"
4895,"[[16, 0, 824]]"
14265,"[[39, 10, 1331], [19, 2, 1662], [13, 0, 599]]"
15473,"[[15, 1, 2487], [74, 4, 29680], [20, 3, 28833]]"
7949,"[[14, 0, 4318]]"
5864,"[[21, 1, 2069]]"
14785,"[[11, 3, 3383], [24, 1, 2277], [12, 0, 688]]"
2531,"[[13, 3, 286]]"
2317,"[[21, 2, 448], [22, 1, 70]]"
2752,"[[15, 0, 1083]]"
2049,"[[25, 3, 584]]"
1509,"[[15, 2, 2443]]"
4273,"[[17, 1, 545], [45, 1, 448]]"
5580,"[[14, 0, 4138]]"
1614,"[[16, 0, 240], [16, 2, 214], [32, 1, 402]]"
2109,"[[90, 10, 1626]]"
6067,"[[30, 0, 3026], [40, 2, 3764], [21, 1, 1748]]"
2270,"[[13, 2, 340], [14, 0, 356]]"
4307,"[[11, 0, 449]]"
1118,"[[90, 4, 949]]"
1956,"[[15, 0, 439]]"
1682,"[[17, 2, 953]]"
48865,"[[16, 0, 373], [33, 0, 448], [18, 1, 522], [25, 1, 1057], [37, 1, 522]]"
4960,"[[12, 0, 295]]"
3377,"[[12, 1, 249]]"
1018,"[[12, 2, 1175]]"
1235,"[[38, 0, 760]]"
1663,"[[13, 1, 298], [16, 9, 2092]]"
1567,"[[78, 2, 462]]"
1628,"[[90, 2, 307]]"
6951,"[[16, 3, 371]]"
2812,"[[22, 0, 423]]"
1549,"[[13, 8, 11030]]"
1847,"[[22, 0, 475]]"
3676,"[[19, 1, 3130]]"
2419,"[[12, 0, 1804], [29, 0, 2032], [20, 1, 91], [11, 0, 426], [20, 6, 956]]"
16361,"[[17, 6, 6300]]"
5812,"[[14, 8, 914]]"
5261,"[[24, 3, 1737], [23, 0, 2233], [30, 2, 1162], [44, 3, 409]]"
1967,"[[17, 1, 403], [15, 0, 301], [27, 2, 781]]"
8438,"[[49, 9, 2815], [23, 5, 1241], [36, 2, 1363], [13, 3, 951]]"
5527,"[[14, 1, 471]]"
1099,"[[21, 3, 626]]"
1152,"[[11, 0, 437], [23, 3, 1195]]"
10545,"[[17, 3, 600], [20, 1, 440], [12, 2, 415]]"
2869,"[[13, 1, 240]]"
16745,"[[18, 0, 366], [14, 1, 683]]"
2331,"[[31, 2, 645]]"
16662,"[[12, 1, 506], [11, 1, 739], [14, 0, 1110], [13, 4, 204]]"
29219,"[[21, 4, 551]]"
6008,"[[21, 1, 1517]]"
2505,"[[17, 2, 2510]]"
4138,"[[11, 0, 1439]]"
5569,"[[35, 2, 830]]"
14833,"[[15, 1, 3186]]"
2208,"[[29, 1, 638]]"
1450,"[[64, 2, 1011]]"
2400,"[[11, 2, 2791]]"
4775,"[[66, 12, 2271], [27, 3, 584]]"
4865,"[[27, 3, 581]]"
1333,"[[26, 0, 1484]]"
2772,"[[33, 1, 527]]"
3457,"[[21, 2, 409]]"
1784,"[[13, 0, 489], [25, 3, 234]]"
2612,"[[13, 1, 527], [14, 6, 1958]]"
4361,"[[11, 3, 1108]]"
1749,"[[16, 0, 298]]"
42196,"[[11, 0, 607]]"
1905,"[[13, 2, 4494]]"
2058,"[[27, 3, 1274]]"
1614,"[[27, 3, 234]]"
3187,"[[19, 4, 773]]"
1460,"[[16, 0, 210]]"
10261,"[[19, 6, 1001]]"
2579,"[[14, 2, 964]]"
5642,"[[18, 0, 1924]]"
1430,"[[24, 0, 889]]"
1456,"[[11, 2, 284]]"
1589,"[[23, 2, 735]]"
1427,"[[11, 5, 5788], [40, 0, 4026]]"
5881,"[[15, 2, 446]]"
1010,"[[14, 0, 2175]]"
1609,"[[14, 0, 548]]"
1053,"[[17, 1, 1757]]"
1457,"[[56, 0, 137], [11, 1, 470]]"
1010,"[[13, 0, 214]]"
15452,"[[17, 4, 310], [15, 1, 213], [51, 5, 583], [105, 15, 1708], [40, 9, 604], [38, 3, 1176]]"
25213,"[[15, 0, 2485]]"
1324,"[[20, 0, 576]]"
1977,"[[14, 2, 905]]"
19452,"[[17, 1, 1252]]"
6657,"[[36, 0, 935], [31, 11, 1311]]"
1166,"[[13, 4, 2860]]"
1620,"[[16, 1, 98]]"
1227,"[[12, 0, 182]]"
1586,"[[16, 0, 2058]]"
4124,"[[20, 0, 338]]"
2034,"[[40, 1, 111]]"
4862,"[[12, 0, 405]]"
2048,"[[11, 0, 310]]"
3834,"[[12, 0, 883]]"
15734,"[[11, 0, 551]]"
2389,"[[16, 0, 499]]"
2683,"[[33, 3, 192]]"
1377,"[[11, 2, 473]]"
51530,"[[27, 2, 4545], [13, 2, 780], [13, 3, 1002], [26, 2, 893], [30, 2, 1840], [11, 0, 2023], [28, 3, 2300], [16, 2, 1229], [17, 1, 1523], [11, 1, 1741], [29, 2, 919], [13, 1, 1030], [14, 0, 707], [11, 4, 642], [24, 1, 2905], [62, 3, 401], [16, 2, 737], [56, 14, 1550], [26, 0, 3337], [13, 1, 197], [14, 2, 4546], [28, 0, 1943], [11, 2, 4990], [18, 1, 1094], [28, 11, 1684], [50, 0, 792], [11, 1, 3671], [16, 6, 2565], [31, 6, 626], [23, 1, 3676], [15, 0, 1213], [21, 0, 1610], [16, 4, 2060], [62, 7, 1399], [20, 0, 3216], [22, 0, 2250], [14, 2, 991], [13, 1, 2132], [19, 0, 3078], [93, 0, 3064], [23, 9, 4987], [31, 2, 1415], [13, 3, 2150], [58, 2, 3071], [15, 0, 1405], [12, 5, 868], [36, 0, 782], [32, 13, 1133], [14, 4, 803], [12, 0, 2038], [11, 0, 3544], [36, 9, 2459], [17, 4, 2076], [16, 0, 2085], [60, 3, 3073], [72, 2, 1312], [14, 7, 439], [20, 2, 1077], [34, 7, 1169], [17, 2, 1694], [11, 1, 2076], [30, 1, 523], [14, 2, 956], [24, 5, 1043], [51, 1, 3079], [15, 2, 879], [11, 4, 409], [20, 3, 1133], [11, 0, 2231], [18, 0, 683], [43, 1, 506], [15, 0, 1270], [45, 1, 2536], [11, 2, 1136], [29, 2, 875], [26, 1, 802], [11, 3, 906], [19, 0, 936], [47, 4, 1264], [11, 0, 734], [16, 4, 1291], [22, 4, 2342], [19, 4, 918], [18, 0, 590], [31, 5, 2764], [11, 0, 1573], [14, 1, 825]]"
8202,"[[17, 1, 1568]]"
37659,"[[15, 3, 1967], [16, 4, 1094]]"
12003,"[[16, 4, 3812], [18, 1, 89]]"
6269,"[[58, 2, 1386]]"
3564,"[[101, 5, 228], [16, 0, 429]]"
3002,"[[11, 4, 429], [21, 2, 2190]]"
17379,"[[45, 1, 501]]"
37535,"[[16, 0, 1707]]"
14419,"[[13, 5, 1001], [12, 2, 745]]"
64623,"[[23, 0, 1139], [13, 1, 1673], [14, 0, 995]]"
8900,"[[33, 0, 634], [11, 2, 368], [75, 0, 584]]"
1889,"[[14, 1, 422]]"
4550,"[[30, 1, 2369]]"
25887,"[[14, 3, 423]]"
2520,"[[12, 1, 928]]"
4559,"[[19, 2, 708]]"
9134,"[[22, 0, 489], [27, 2, 4951]]"
1921,"[[13, 3, 2239]]"
21412,"[[11, 1, 1766], [11, 0, 2185], [19, 0, 368]]"
4372,"[[39, 0, 136], [13, 0, 696], [18, 1, 203], [14, 0, 2468]]"
2449,"[[134, 4, 661]]"
3189,"[[15, 1, 1223]]"
1676,"[[11, 0, 596], [79, 3, 35553], [11, 0, 5549]]"
1853,"[[45, 5, 407]]"
11416,"[[28, 0, 231]]"
165712,"[[12, 0, 911], [15, 2, 833], [12, 4, 2145], [58, 4, 719], [15, 0, 1375], [32, 1, 1369], [11, 3, 549], [11, 2, 1233], [11, 5, 1311], [18, 0, 680]]"
2910,"[[14, 0, 408], [143, 10, 680]]"
1903,"[[30, 0, 1503]]"
14606,"[[15, 3, 639]]"
4875,"[[30, 3, 2101], [14, 0, 4681], [13, 0, 1257]]"
5082,"[[11, 1, 606]]"
3707,"[[221, 14, 631]]"
1475,"[[13, 3, 188]]"
2569,"[[22, 3, 446]]"
1337,"[[11, 0, 285]]"
6261,"[[23, 2, 524]]"
3490,"[[26, 4, 1272]]"
1009,"[[23, 0, 6998]]"
4012,"[[45, 1, 773], [11, 1, 586], [17, 0, 2476]]"
18057,"[[13, 1, 996], [13, 0, 2204]]"
2476,"[[25, 2, 117]]"
4828,"[[25, 0, 1557]]"
1160,"[[14, 0, 1112]]"
2597,"[[12, 1, 2278]]"
1105,"[[41, 3, 1921]]"
4938,"[[16, 0, 1281], [28, 2, 233]]"
2792,"[[21, 5, 6981], [11, 0, 1080], [20, 0, 345], [22, 3, 474], [12, 0, 979], [27, 1, 698]]"
1094,"[[13, 0, 1242]]"
1711,"[[24, 0, 645], [18, 1, 267], [13, 1, 380], [18, 0, 638]]"
1901,"[[12, 4, 1145]]"
2882,"[[13, 1, 307], [31, 5, 1740]]"
1221,"[[11, 0, 413]]"
26900,"[[17, 0, 1129]]"
2890,"[[64, 2, 357]]"
1621,"[[26, 2, 2885]]"
1437,"[[25, 5, 1806]]"
2567,"[[128, 12, 984]]"
1833,"[[11, 3, 1225], [15, 2, 490]]"
3154,"[[13, 0, 578]]"
1011,"[[54, 6, 483]]"
1163,"[[20, 3, 843], [22, 2, 209], [11, 0, 801]]"
3256,"[[13, 2, 605]]"
1684,"[[24, 0, 341]]"
4501,"[[14, 2, 4069], [317, 28, 16361]]"
2413,"[[43, 0, 95], [11, 0, 895], [19, 2, 216]]"
1831,"[[13, 2, 322], [38, 4, 4406]]"
2141,"[[17, 2, 912]]"
2598,"[[11, 1, 928]]"
4505,"[[16, 0, 2058], [20, 4, 2581], [30, 8, 594]]"
1938,"[[12, 2, 6774]]"
6303,"[[15, 0, 205]]"
2027,"[[19, 0, 1756]]"
2011,"[[15, 0, 1179]]"
14522,"[[12, 1, 373], [14, 1, 543], [16, 5, 242], [13, 0, 742]]"
2589,"[[18, 0, 216], [19, 1, 555], [27, 3, 1242]]"
8573,"[[13, 2, 1577], [11, 4, 260]]"
2098,"[[11, 2, 216]]"
13700,"[[11, 2, 3229]]"
1037,"[[18, 0, 3455]]"
1263,"[[25, 1, 207]]"
1179,"[[65, 4, 1108], [32, 5, 1181]]"
7867,"[[14, 1, 1054], [19, 1, 1132], [29, 2, 333]]"
3145,"[[31, 4, 3364]]"
12182,"[[11, 2, 5263]]"
2269,"[[78, 5, 469], [49, 3, 284], [11, 0, 561]]"
2538,"[[12, 4, 804]]"
1545,"[[40, 2, 571]]"
9310,"[[14, 1, 1301], [12, 0, 1947]]"
2229,"[[18, 0, 1475], [18, 1, 1013]]"
31796,"[[31, 1, 4204], [11, 0, 808], [11, 2, 5435], [31, 1, 422]]"
2114,"[[178, 6, 1069]]"
2440,"[[21, 3, 254], [21, 5, 218], [44, 1, 248], [11, 1, 286]]"
11807,"[[23, 3, 1242], [20, 2, 376]]"
10567,"[[12, 7, 592]]"
3127,"[[36, 4, 655], [27, 2, 409], [27, 0, 837], [25, 1, 1027], [16, 4, 1563]]"
1553,"[[14, 3, 970]]"
1463,"[[13, 1, 3044]]"
1841,"[[18, 1, 542], [19, 1, 2034]]"
1846,"[[47, 0, 1528]]"
2600,"[[17, 0, 456]]"
7505,"[[28, 1, 423], [13, 0, 2545], [21, 0, 4811]]"
25226,"[[71, 5, 5434], [15, 0, 963], [33, 0, 509], [11, 5, 1002], [11, 0, 692]]"
1073,"[[15, 1, 1449]]"
1136,"[[103, 1, 323]]"
1155,"[[46, 1, 2378]]"
1634,"[[142, 3, 516]]"
1483,"[[18, 2, 90]]"
1448,"[[18, 1, 126]]"
27951,"[[11, 1, 216]]"
4166,"[[14, 1, 425]]"
1694,"[[126, 3, 521]]"
1774,"[[11, 1, 3944]]"
338254,"[[21, 1, 848], [11, 0, 846], [14, 1, 2790], [11, 5, 1773], [15, 0, 347], [53, 5, 783], [12, 12, 888], [11, 1, 1354], [11, 2, 647], [19, 1, 674], [12, 1, 971], [11, 0, 477], [14, 2, 824], [35, 4, 914], [14, 8, 1098], [11, 0, 203], [20, 2, 527], [19, 1, 1568], [19, 7, 1858], [24, 0, 2284], [11, 0, 2077], [16, 4, 3080], [16, 1, 679], [12, 4, 1166], [28, 2, 1518], [11, 1, 1769], [11, 1, 1857], [14, 3, 532]]"
12893,"[[12, 0, 917], [35, 0, 716], [23, 3, 1323]]"
1490,"[[17, 0, 153]]"
120896,"[[12, 0, 1927], [35, 21, 2573], [13, 0, 2419], [27, 7, 5041], [203, 0, 3354], [11, 0, 2364], [84, 6, 4436]]"
1940,"[[13, 1, 155]]"
1017,"[[13, 1, 470]]"
4404,"[[20, 3, 6485]]"
3120,"[[14, 4, 197]]"
4561,"[[16, 2, 209]]"
2607,"[[26, 3, 577]]"
1296,"[[14, 0, 679]]"
3514,"[[30, 1, 525], [93, 10, 565]]"
1984,"[[32, 1, 922]]"
1586,"[[15, 2, 1811]]"
23240,"[[11, 0, 5757]]"
2384,"[[15, 3, 356]]"
2660,"[[25, 1, 2217], [26, 0, 1864], [19, 1, 737], [96, 0, 2876], [33, 3, 1549], [42, 0, 4456]]"
1442,"[[22, 4, 530]]"
4560,"[[20, 1, 1012]]"
3806,"[[64, 1, 348], [59, 2, 392]]"
4717,"[[11, 1, 1325], [63, 1, 314], [15, 1, 566]]"
8280,"[[18, 4, 2377], [11, 0, 3282], [13, 2, 4189]]"
5259,"[[18, 4, 118], [17, 3, 224]]"
3861,"[[14, 0, 15775]]"
5737,"[[15, 0, 429]]"
6539,"[[18, 0, 1675], [261, 3, 572]]"
10155,"[[31, 2, 1274], [32, 2, 581]]"
3484,"[[105, 6, 1372]]"
1474,"[[18, 3, 1153]]"
1920,"[[28, 2, 1567]]"
3868,"[[61, 1, 626]]"
2276,"[[21, 1, 597], [16, 0, 1440]]"
2091,"[[20, 2, 1404], [15, 0, 1374]]"
50428,"[[12, 4, 675], [22, 0, 2044], [29, 0, 1243], [17, 0, 1750], [12, 8, 1536], [17, 3, 2207], [11, 2, 4693], [91, 0, 2328], [12, 1, 1320], [11, 0, 1343]]"
14897,"[[16, 0, 108], [14, 0, 562], [11, 5, 2033], [11, 0, 151]]"
1983,"[[13, 2, 1415]]"
1182,"[[20, 3, 2105]]"
23651,"[[17, 1, 447], [12, 2, 1155], [33, 1, 487], [17, 0, 1053], [27, 1, 421], [59, 9, 548], [16, 2, 673]]"
4446,"[[13, 0, 608]]"
1102,"[[11, 3, 436], [46, 1, 1423]]"
5978,"[[17, 10, 784]]"
3294,"[[27, 4, 816], [11, 1, 1136], [18, 0, 598]]"
2095,"[[38, 5, 688], [71, 2, 1695]]"
23467,"[[18, 0, 1155], [14, 0, 411], [51, 2, 4159]]"
5878,"[[11, 1, 2986]]"
8648,"[[30, 3, 2014], [12, 0, 400], [17, 0, 268], [19, 0, 195]]"
1194,"[[25, 2, 1315]]"
2038,"[[27, 0, 446], [48, 0, 588]]"
1435,"[[11, 2, 1075]]"
1157,"[[11, 1, 202]]"
5821,"[[11, 0, 776], [17, 0, 1551], [11, 1, 170]]"
7057,"[[14, 0, 2692], [23, 1, 1789], [25, 1, 10196], [16, 0, 673]]"
2666,"[[30, 3, 542], [33, 1, 1115]]"
1584,"[[20, 0, 175], [12, 1, 467], [21, 3, 416]]"
1027,"[[53, 7, 989]]"
2151,"[[14, 0, 1020], [18, 1, 427]]"
5953,"[[14, 0, 706]]"
3170,"[[36, 2, 351]]"
1923,"[[18, 0, 788]]"
1051,"[[101, 9, 1219]]"
5696,"[[11, 2, 745], [14, 0, 1073], [13, 0, 1253], [40, 0, 989], [11, 0, 452], [13, 0, 654]]"
2800,"[[26, 4, 190], [15, 3, 116]]"
1012,"[[19, 2, 230]]"
1061,"[[13, 7, 2211]]"
48338,"[[13, 2, 485], [12, 1, 840], [19, 1, 252], [11, 1, 904], [17, 2, 1188], [11, 2, 3538]]"
3135,"[[17, 1, 1054]]"
2564,"[[21, 4, 990]]"
9877,"[[11, 0, 1009]]"
1528,"[[63, 4, 817]]"
1103,"[[16, 2, 1077]]"
11515,"[[54, 18, 2316]]"
3418,"[[47, 0, 1012], [20, 2, 280], [12, 0, 449]]"
1485,"[[14, 0, 98]]"
5847,"[[11, 0, 708]]"
2103,"[[35, 5, 727]]"
1205,"[[16, 0, 3072]]"
4000,"[[45, 0, 377], [66, 5, 207], [11, 4, 895]]"
1866,"[[46, 6, 4347]]"
2038,"[[12, 0, 2282]]"
1199,"[[38, 6, 97]]"
5361,"[[14, 1, 743], [16, 0, 1475]]"
1153,"[[20, 1, 117]]"
9777,"[[16, 0, 2581], [41, 0, 432], [11, 4, 441]]"
2280,"[[13, 1, 1132], [11, 2, 2626], [14, 3, 1342], [13, 1, 386]]"
2428,"[[21, 0, 1349]]"
2574,"[[12, 3, 2884]]"
1063,"[[14, 1, 471]]"
1916,"[[17, 5, 281]]"
1685,"[[15, 1, 1153], [12, 1, 1165]]"
2410,"[[23, 1, 262]]"
1550,"[[17, 1, 431]]"
23723,"[[36, 3, 696]]"
4017,"[[50, 1, 1143]]"
6925,"[[13, 0, 715]]"
27594,"[[12, 5, 5678], [20, 0, 913], [12, 3, 9097], [54, 10, 21100], [21, 0, 1108], [62, 1, 11482], [59, 3, 24996], [15, 0, 9185], [26, 3, 3296], [23, 2, 14535], [27, 4, 2840], [13, 4, 5933], [15, 2, 9241], [12, 2, 1688], [15, 1, 6056], [26, 1, 8224], [12, 0, 1240], [18, 0, 1185], [86, 9, 3999], [18, 0, 2382], [14, 3, 12641], [58, 6, 38189], [24, 3, 9220], [71, 2, 8574], [21, 3, 5085], [11, 0, 6474], [12, 8, 31926], [14, 8, 11555], [73, 4, 8663], [19, 0, 2033]]"
4389,"[[12, 1, 242], [16, 5, 123], [20, 0, 727]]"
1056,"[[12, 2, 234]]"
2933,"[[19, 3, 1002], [16, 0, 1716]]"
67937,"[[19, 1, 1584], [17, 10, 1472], [13, 1, 5089], [15, 11, 7140], [15, 5, 3454], [16, 0, 3319], [12, 0, 2321], [18, 2, 3370], [17, 6, 5408], [17, 0, 2204], [139, 8, 4407], [15, 3, 4068], [15, 9, 2171], [11, 0, 1936], [16, 7, 2065], [14, 1, 14330], [42, 5, 3636]]"
2476,"[[20, 0, 1163]]"
1225,"[[34, 0, 373], [15, 2, 288]]"
3626,"[[39, 1, 1192]]"
1784,"[[49, 2, 1078], [12, 0, 1060], [11, 0, 1478], [26, 1, 781]]"
2269,"[[14, 4, 1541], [16, 0, 590], [16, 0, 2662]]"
4151,"[[14, 2, 1067], [12, 0, 766]]"
5663,"[[12, 0, 1184]]"
1001,"[[19, 2, 1637]]"
16153,"[[34, 1, 373], [12, 5, 2239], [11, 1, 748], [25, 0, 775]]"
9623,"[[39, 5, 1416], [38, 0, 5782]]"
1816,"[[17, 1, 1355], [15, 6, 1369], [11, 1, 1469], [14, 5, 914]]"
1564,"[[98, 1, 502]]"
1817,"[[11, 0, 657]]"
1185,"[[22, 6, 569]]"
3337,"[[11, 8, 3103], [43, 8, 333], [14, 0, 495]]"
2837,"[[14, 0, 207], [17, 2, 304], [11, 0, 526], [11, 0, 632]]"
7211,"[[15, 1, 312]]"
3979,"[[29, 2, 238], [102, 0, 614]]"
6504,"[[19, 0, 194]]"
15761,"[[13, 6, 1173]]"
4512,"[[14, 0, 132]]"
1399,"[[22, 0, 446], [11, 0, 332]]"
1424,"[[27, 3, 295]]"
10453,"[[13, 2, 1751], [13, 0, 2954], [13, 0, 2928], [61, 1, 1053], [53, 2, 1051], [11, 1, 2527], [42, 1, 2820], [11, 0, 1870], [23, 0, 482], [24, 2, 768], [21, 3, 1308], [46, 0, 1845], [15, 0, 341]]"
2661,"[[21, 1, 667]]"
2781,"[[15, 0, 1814]]"
3041,"[[14, 5, 2835]]"
2113,"[[23, 0, 122]]"
3624,"[[16, 7, 938], [32, 3, 1900], [12, 5, 1630], [48, 4, 2853]]"
16291,"[[12, 0, 2390]]"
1301,"[[29, 3, 218]]"
2302,"[[25, 4, 317]]"
6822,"[[11, 3, 590]]"
10223,"[[86, 7, 3705], [12, 0, 1441], [11, 0, 1175], [13, 0, 1050]]"
2815,"[[14, 2, 620]]"
7439,"[[20, 3, 710]]"
7699,"[[15, 4, 431]]"
6672,"[[17, 2, 689], [16, 0, 650], [29, 2, 805]]"
1167,"[[11, 2, 5189]]"
10116,"[[11, 10, 8984], [43, 6, 3459]]"
2263,"[[14, 2, 1807], [73, 13, 3329]]"
2288,"[[12, 0, 270]]"
10903,"[[20, 0, 504]]"
2435,"[[62, 5, 4673]]"
1526,"[[14, 0, 2041]]"
19320,"[[14, 1, 688], [43, 2, 184], [15, 0, 118]]"
3097,"[[45, 1, 319]]"
1511,"[[37, 6, 747]]"
2228,"[[12, 6, 2391], [15, 1, 270]]"
1023,"[[16, 1, 1555]]"
1538,"[[13, 1, 314]]"
2732,"[[17, 0, 1851]]"
1665,"[[18, 1, 579]]"
1248,"[[16, 2, 1001]]"
1805,"[[22, 5, 1027]]"
7816,"[[45, 14, 347]]"
5576,"[[11, 0, 561]]"
1862,"[[17, 1, 180]]"
1150,"[[40, 3, 834]]"
27255,"[[1623, 46, 3836], [11, 0, 1126], [18, 5, 501], [17, 9, 345], [28, 1, 745], [42, 6, 372], [32, 10, 777], [13, 2, 602], [11, 3, 1613]]"
5766,"[[26, 4, 256], [14, 0, 304], [27, 3, 278]]"
2496,"[[20, 0, 662]]"
1255,"[[110, 6, 694]]"
6148,"[[14, 3, 2552]]"
2825,"[[11, 5, 1593]]"
1571,"[[16, 3, 877], [24, 0, 1839]]"
3027,"[[35, 4, 621], [22, 0, 556], [28, 1, 356]]"
6980,"[[33, 4, 329], [13, 1, 1061], [22, 1, 1498]]"
1014,"[[68, 3, 336]]"
14311,"[[11, 1, 1166], [26, 0, 4760], [28, 5, 896], [23, 13, 8784], [16, 3, 2508], [16, 1, 527]]"
2389,"[[12, 0, 1053]]"
3190,"[[11, 3, 797]]"
1201,"[[18, 1, 759]]"
1622,"[[11, 1, 1327]]"
